,Date,Latitude,Longitude,Location,coords_x,coords_y
92,2011-08-29,42.3923083333333,-88.0938733333333,"(42.3923083333333, -88.0938733333333)",-9806565.121473806,5219927.690242032
93,2011-08-29,42.3921833333333,-88.0937666666667,"(42.3921833333333, -88.0937666666667)",-9806553.247394795,5219908.849269075
94,2011-08-29,42.392508333333296,-88.09384666666668,"(42.392508333333296, -88.09384666666668)",-9806562.152954055,5219957.835876809
95,2011-09-07,41.9814333333333,-87.7877766666667,"(41.9814333333333, -87.7877766666667)",-9772490.596406959,5158198.653041598
96,2011-09-07,41.9809983333333,-87.7877783333333,"(41.9809983333333, -87.7877783333333)",-9772490.781939438,5158133.511377128
97,2011-09-07,41.98056,-87.7877616666667,"(41.98056, -87.7877616666667)",-9772488.926614597,5158067.870992966
98,2011-09-07,41.9801983333333,-87.7877583333333,"(41.9801983333333, -87.7877583333333)",-9772488.555549622,5158013.711776652
99,2011-09-07,41.9797516666667,-87.78776500000002,"(41.9797516666667, -87.78776500000002)",-9772489.297679566,5157946.8243211545
100,2011-09-07,41.9793516666667,-87.7877533333333,"(41.9793516666667, -87.7877533333333)",-9772487.998952167,5157886.925505472
101,2011-09-07,41.97885,-87.7877633333333,"(41.97885, -87.7877633333333)",-9772489.112147076,5157811.802939321
102,2011-09-07,41.978398333333296,-87.7877733333333,"(41.978398333333296, -87.7877733333333)",-9772490.225341985,5157744.168178379
103,2011-09-07,41.97799000000001,-87.78775999999998,"(41.97799000000001, -87.78775999999998)",-9772488.741082108,5157683.022774187
104,2011-09-07,41.97749500000001,-87.7877783333333,"(41.97749500000001, -87.7877783333333)",-9772490.781939438,5157608.90009562
105,2011-09-07,41.975373333333295,-87.78783666666668,"(41.975373333333295, -87.78783666666668)",-9772497.275576405,5157291.202346933
106,2011-09-07,41.9748233333333,-87.7878416666667,"(41.9748233333333, -87.7878416666667)",-9772497.832173862,5157208.847234544
107,2011-09-07,41.9742833333333,-87.7878666666667,"(41.9742833333333, -87.7878666666667)",-9772500.61516113,5157127.990179741
108,2011-09-07,41.97381,-87.78788,"(41.97381, -87.78788)",-9772502.099421004,5157057.116041199
109,2011-09-07,41.9733533333333,-87.78788,"(41.9733533333333, -87.78788)",-9772502.099421004,5156988.737970127
110,2011-09-07,41.972905,-87.7878933333333,"(41.972905, -87.7878933333333)",-9772503.583680877,5156921.608150996
111,2011-09-07,41.97244666666671,-87.7878933333333,"(41.97244666666671, -87.7878933333333)",-9772503.583680877,5156852.981500928
112,2011-09-07,41.9719183333333,-87.7879216666667,"(41.9719183333333, -87.7879216666667)",-9772506.737733126,5156773.874302445
113,2011-09-07,41.9713833333333,-87.7879283333333,"(41.9713833333333, -87.7879283333333)",-9772507.479863055,5156693.769574515
114,2011-09-07,41.970898333333295,-87.78792,"(41.970898333333295, -87.78792)",-9772506.552200638,5156621.15185118
115,2011-09-07,41.9704,-87.7879466666667,"(41.9704, -87.7879466666667)",-9772509.520720394,5156546.538340239
116,2011-09-07,41.96987,-87.7879616666667,"(41.96987, -87.7879616666667)",-9772511.190512758,5156467.184143045
117,2011-09-07,41.96934,-87.7879783333333,"(41.96934, -87.7879783333333)",-9772513.045837596,5156387.830606082
118,2011-09-07,41.9685533333333,-87.78869499999998,"(41.9685533333333, -87.78869499999998)",-9772592.824806,5156270.049214982
119,2011-09-07,41.9685566666667,-87.7891083333333,"(41.9685566666667, -87.7891083333333)",-9772638.836862193,5156270.548285618
120,2011-09-07,41.9687633333333,-87.7891483333333,"(41.9687633333333, -87.7891483333333)",-9772643.289641824,5156301.490715211
121,2011-09-07,41.96886666666671,-87.789165,"(41.96886666666671, -87.789165)",-9772645.144966675,5156316.961967668
122,2011-09-07,41.96914500000001,-87.7891766666667,"(41.96914500000001, -87.7891766666667)",-9772646.443694072,5156358.634659573
123,2011-09-07,41.96942166666671,-87.7892016666667,"(41.96942166666671, -87.7892016666667)",-9772649.22668134,5156400.057994857
124,2011-09-07,41.96969166666671,-87.7892033333333,"(41.96969166666671, -87.7892033333333)",-9772649.412213817,5156440.483350937
125,2011-09-07,41.9702533333333,-87.7892466666667,"(41.9702533333333, -87.7892466666667)",-9772654.236058425,5156524.578622106
126,2011-09-07,41.970648333333294,-87.7892433333333,"(41.970648333333294, -87.7892433333333)",-9772653.86499345,5156583.720250987
127,2011-09-07,41.9709966666667,-87.7892333333333,"(41.9709966666667, -87.7892333333333)",-9772652.751798542,5156635.874987524
128,2011-09-07,41.9713833333333,-87.789225,"(41.9713833333333, -87.789225)",-9772651.824136121,5156693.769574515
129,2011-09-07,41.97171,-87.78922666666668,"(41.97171, -87.78922666666668)",-9772652.009668607,5156742.680792583
130,2011-09-07,41.972065,-87.7892483333333,"(41.972065, -87.7892483333333)",-9772654.421590904,5156795.834594592
131,2011-09-07,41.972455,-87.7892433333333,"(41.972455, -87.7892433333333)",-9772653.86499345,5156854.229253788
132,2011-09-07,41.97281,-87.7892466666667,"(41.97281, -87.7892466666667)",-9772654.236058425,5156907.383677503
133,2011-09-07,41.9731466666667,-87.7892366666667,"(41.9731466666667, -87.7892366666667)",-9772653.122863518,5156957.793310791
134,2011-09-07,41.9734183333333,-87.7892183333333,"(41.9734183333333, -87.7892183333333)",-9772651.082006179,5156998.470585353
135,2011-09-07,41.97410166666671,-87.7892283333333,"(41.97410166666671, -87.7892283333333)",-9772652.195201088,5157100.7884234525
136,2011-09-07,41.9745866666667,-87.7892166666667,"(41.9745866666667, -87.7892166666667)",-9772650.896473702,5157173.409798989
137,2011-09-07,41.974948333333295,-87.7892083333333,"(41.974948333333295, -87.7892083333333)",-9772649.968811272,5157227.5642430885
138,2011-09-07,41.97546666666671,-87.7891733333333,"(41.97546666666671, -87.7891733333333)",-9772646.072629094,5157305.177830541
139,2011-09-07,41.975953333333294,-87.78916,"(41.975953333333294, -87.78916)",-9772644.58836922,5157378.05032681
140,2011-09-07,41.976428333333295,-87.7891383333333,"(41.976428333333295, -87.7891383333333)",-9772642.176446917,5157449.176416684
141,2011-09-07,41.976806666666704,-87.7891483333333,"(41.976806666666704, -87.7891483333333)",-9772643.289641824,5157505.828102907
142,2011-09-07,41.9771966666667,-87.78914,"(41.9771966666667, -87.78914)",-9772642.361979404,5157564.22710969
143,2011-09-07,41.9775283333333,-87.7891566666667,"(41.9775283333333, -87.7891566666667)",-9772644.217304254,5157613.891503686
144,2011-09-07,41.9779583333333,-87.7891516666667,"(41.9779583333333, -87.7891516666667)",-9772643.660706801,5157678.280902069
145,2011-09-07,41.97835,-87.7891633333333,"(41.97835, -87.7891633333333)",-9772644.959434187,5157736.930538655
146,2011-09-07,41.978745,-87.7891433333333,"(41.978745, -87.7891433333333)",-9772642.733044371,5157796.079686417
147,2011-09-07,41.97916,-87.7891316666667,"(41.97916, -87.7891316666667)",-9772641.434316985,5157858.224122958
148,2011-09-07,41.9799,-87.789125,"(41.9799, -87.789125)",-9772640.692187043,5157969.036894266
149,2011-09-07,41.980413333333296,-87.7891183333333,"(41.980413333333296, -87.7891183333333)",-9772639.9500571,5158045.907771386
150,2011-09-07,41.980715,-87.7897016666667,"(41.980715, -87.7897016666667)",-9772704.886426738,5158091.082179831
151,2011-09-07,41.98075166666671,-87.79012,"(41.98075166666671, -87.79012)",-9772751.455080383,5158096.573006503
152,2011-09-07,41.980585,-87.7902266666667,"(41.980585, -87.7902266666667)",-9772763.329159403,5158071.61472896
153,2011-09-07,41.9802516666667,-87.7902133333333,"(41.9802516666667, -87.7902133333333)",-9772761.844899518,5158021.69836987
154,2011-09-07,41.97995,-87.7902183333333,"(41.97995, -87.7902183333333)",-9772762.401496973,5157976.524290121
155,2011-09-07,41.9795966666667,-87.7902083333333,"(41.9795966666667, -87.7902083333333)",-9772761.288302064,5157923.613485427
156,2011-09-07,41.9793116666667,-87.790195,"(41.9793116666667, -87.790195)",-9772759.804042192,5157880.935644602
157,2011-09-07,41.979005,-87.7902033333333,"(41.979005, -87.7902033333333)",-9772760.731704611,5157835.013502891
158,2011-09-07,41.9786366666667,-87.7902016666667,"(41.9786366666667, -87.7902016666667)",-9772760.546172135,5157779.857309802
159,2011-09-07,41.97833166666671,-87.79019833333332,"(41.97833166666671, -87.79019833333332)",-9772760.175107159,5157734.185228475
160,2011-09-07,41.97771,-87.790205,"(41.97771, -87.790205)",-9772760.9172371,5157641.094723608
161,2011-09-07,41.977343333333295,-87.7902133333333,"(41.977343333333295, -87.7902133333333)",-9772761.844899518,5157586.189221861
162,2011-09-07,41.977106666666714,-87.7902366666667,"(41.977106666666714, -87.7902366666667)",-9772764.442354312,5157550.750384079
163,2011-09-07,41.9767066666667,-87.7902233333333,"(41.9767066666667, -87.7902233333333)",-9772762.958094427,5157490.854056207
164,2011-09-07,41.9762983333333,-87.79024,"(41.9762983333333, -87.79024)",-9772764.813419277,5157429.710276206
165,2011-09-07,41.975905,-87.7902516666667,"(41.975905, -87.7902516666667)",-9772766.112146676,5157370.812964953
166,2011-09-07,41.9755883333333,-87.7902416666667,"(41.9755883333333, -87.7902416666667)",-9772764.998951765,5157323.3959023915
167,2011-09-07,41.97526,-87.790225,"(41.97526, -87.790225)",-9772763.143626915,5157274.232144389
168,2011-09-07,41.9748033333333,-87.7902466666667,"(41.9748033333333, -87.7902466666667)",-9772765.55554922,5157205.852516585
169,2011-09-07,41.97428,-87.79024333333332,"(41.97428, -87.79024333333332)",-9772765.184484245,5157127.491064255
170,2011-09-07,41.973785,-87.790255,"(41.973785, -87.790255)",-9772766.483211638,5157053.37270346
171,2011-09-07,41.973175,-87.7902683333333,"(41.973175, -87.7902683333333)",-9772767.967471512,5156962.03571782
172,2011-09-07,41.972635,-87.79028000000002,"(41.972635, -87.79028000000002)",-9772769.26619891,5156881.180755549
173,2011-09-07,41.972258333333286,-87.7902966666667,"(41.972258333333286, -87.7902966666667)",-9772771.12152376,5156824.782329666
174,2011-09-07,41.971703333333295,-87.7903133333333,"(41.971703333333295, -87.7903133333333)",-9772772.976848599,5156741.682601947
175,2011-09-07,41.97111,-87.7903216666667,"(41.97111, -87.7903216666667)",-9772773.904511029,5156652.844054196
176,2011-09-07,41.9706166666667,-87.79034,"(41.9706166666667, -87.79034)",-9772775.945368357,5156578.978925455
177,2011-09-07,41.970415,-87.7904883333333,"(41.970415, -87.7904883333333)",-9772792.457759488,5156548.784223354
178,2011-09-07,41.970898333333295,-87.79150666666668,"(41.970898333333295, -87.79150666666668)",-9772905.818107616,5156621.15185118
179,2011-09-07,41.971325,-87.7915033333333,"(41.971325, -87.7915033333333)",-9772905.447042642,5156685.035454834
180,2011-09-07,41.971793333333295,-87.791505,"(41.971793333333295, -87.791505)",-9772905.632575132,5156755.158184282
181,2011-09-07,41.9722316666667,-87.7915216666667,"(41.9722316666667, -87.7915216666667)",-9772907.48789998,5156820.78953341
182,2011-09-07,41.9727233333333,-87.791525,"(41.9727233333333, -87.791525)",-9772907.858964946,5156894.406983345
183,2011-09-07,41.9732383333333,-87.7915283333333,"(41.9732383333333, -87.7915283333333)",-9772908.230029913,5156971.51875213
184,2011-09-07,41.973685,-87.7915333333333,"(41.973685, -87.7915333333333)",-9772908.786627367,5157038.399367179
185,2011-09-07,41.9742433333333,-87.791545,"(41.9742433333333, -87.791545)",-9772910.085354762,5157122.000795546
186,2011-09-07,41.97473166666671,-87.79154,"(41.97473166666671, -87.79154)",-9772909.52875731,5157195.121451637
187,2011-09-07,41.9752316666667,-87.791545,"(41.9752316666667, -87.791545)",-9772910.085354762,5157269.989598478
188,2011-09-07,41.975683333333286,-87.7915766666667,"(41.975683333333286, -87.7915766666667)",-9772913.610471975,5157337.620996403
189,2011-09-07,41.976125,-87.79159666666668,"(41.976125, -87.79159666666668)",-9772915.836861787,5157403.755484047
190,2011-09-07,41.97661,-87.79159,"(41.97661, -87.79159)",-9772915.094731849,5157476.379166749
191,2011-09-07,41.977061666666714,-87.791575,"(41.977061666666714, -87.791575)",-9772913.424939485,5157544.012028414
192,2011-09-07,41.9774516666667,-87.7915616666667,"(41.9774516666667, -87.7915616666667)",-9772911.940679614,5157602.411269033
193,2011-09-07,41.9779366666667,-87.7915466666667,"(41.9779366666667, -87.7915466666667)",-9772910.270887252,5157675.036464626
194,2011-09-07,41.9784333333333,-87.7915366666667,"(41.9784333333333, -87.7915366666667)",-9772909.157692343,5157749.40923127
195,2011-09-07,41.97887,-87.7915283333333,"(41.97887, -87.7915283333333)",-9772908.230029913,5157814.797847572
196,2011-09-07,41.978985,-87.79125,"(41.978985, -87.79125)",-9772877.246104978,5157832.01858829
197,2011-09-07,41.979003333333296,-87.7907383333333,"(41.979003333333296, -87.7907383333333)",-9772820.287632184,5157834.7639266355
198,2011-09-07,41.9792083333333,-87.79035,"(41.9792083333333, -87.79035)",-9772777.058563266,5157865.461854744
199,2011-09-07,41.979698333333296,-87.79034166666668,"(41.979698333333296, -87.79034166666668)",-9772776.130900841,5157938.837790646
200,2011-09-07,41.980188333333295,-87.790335,"(41.980188333333295, -87.790335)",-9772775.388770903,5158012.214291168
201,2011-09-07,41.980656666666704,-87.7903283333333,"(41.980656666666704, -87.7903283333333)",-9772774.646640962,5158082.346780302
202,2011-09-07,41.980805,-87.7907416666667,"(41.980805, -87.7907416666667)",-9772820.658697162,5158104.559669102
203,2011-09-07,41.980821666666714,-87.79143499999998,"(41.980821666666714, -87.79143499999998)",-9772897.840210773,5158107.055502548
204,2011-09-07,41.98084166666671,-87.7920583333333,"(41.98084166666671, -87.7920583333333)",-9772967.229360033,5158110.050503533
205,2011-09-07,41.980405,-87.7926283333333,"(41.980405, -87.7926283333333)",-9773030.681469783,5158044.659862592
206,2011-09-07,41.97766166666671,-87.7926816666667,"(41.97766166666671, -87.7926816666667)",-9773036.6185093,5157633.857162119
207,2011-09-07,41.9771,-87.79268,"(41.9771, -87.79268)",-9773036.432976814,5157549.752108857
208,2011-09-07,41.976546666666714,-87.7926883333333,"(41.976546666666714, -87.7926883333333)",-9773037.360639233,5157466.895630401
209,2011-09-07,41.9759966666667,-87.7927083333333,"(41.9759966666667, -87.7927083333333)",-9773039.587029047,5157384.539000751
210,2011-09-07,41.9755866666667,-87.79271,"(41.9755866666667, -87.79271)",-9773039.772561537,5157323.146339538
211,2011-09-07,41.97513166666671,-87.7927016666667,"(41.97513166666671, -87.7927016666667)",-9773038.844899118,5157255.01592209
212,2011-09-07,41.9747116666667,-87.792675,"(41.9747116666667, -87.792675)",-9773035.87637936,5157192.126737987
213,2011-09-07,41.97419,-87.79271,"(41.97419, -87.79271)",-9773039.772561537,5157114.014955811
214,2011-09-07,41.9737,-87.792705,"(41.9737, -87.792705)",-9773039.21596408,5157040.645366122
215,2011-09-07,41.9731483333333,-87.79271999999997,"(41.9731483333333, -87.79271999999997)",-9773040.885756442,5156958.042864081
216,2011-09-07,41.9726283333333,-87.7927333333333,"(41.9726283333333, -87.7927333333333)",-9773042.370016318,5156880.182550416
217,2011-09-07,41.9722033333333,-87.79274000000002,"(41.9722033333333, -87.79274000000002)",-9773043.112146264,5156816.547189194
218,2011-09-07,41.9716916666667,-87.79276,"(41.9716916666667, -87.79276)",-9773045.338536076,5156739.935768604
219,2011-09-07,41.971123333333296,-87.7927666666667,"(41.971123333333296, -87.7927666666667)",-9773046.080666019,5156654.840416961
220,2011-09-07,41.970625,-87.7927816666667,"(41.970625, -87.7927816666667)",-9773047.75045838,5156580.226642467
221,2011-09-07,41.9701266666667,-87.7928,"(41.9701266666667, -87.7928)",-9773049.791315708,5156505.613451696
222,2011-09-07,41.969605,-87.7927916666667,"(41.969605, -87.7927916666667)",-9773048.86365329,5156427.507292036
223,2011-09-07,41.969055,-87.79281,"(41.969055, -87.79281)",-9773050.904510615,5156345.159637476
224,2011-09-07,41.968615,-87.7930466666667,"(41.968615, -87.7930466666667)",-9773077.25012344,5156279.282025735
225,2011-09-07,41.96859,-87.7938466666667,"(41.96859, -87.7938466666667)",-9773166.305716075,5156275.538993276
226,2011-09-07,41.9687816666667,-87.79401666666668,"(41.9687816666667, -87.79401666666668)",-9773185.230029507,5156304.2356130155
227,2011-09-07,41.969238333333294,-87.79403,"(41.969238333333294, -87.79403)",-9773186.714289384,5156372.608776661
228,2011-09-07,41.9697216666667,-87.79401666666668,"(41.9697216666667, -87.79401666666668)",-9773185.230029507,5156444.975067745
229,2011-09-07,41.9701716666667,-87.794005,"(41.9701716666667, -87.794005)",-9773183.931302113,5156512.35107371
230,2011-09-07,41.970575,-87.794015,"(41.970575, -87.794015)",-9773185.044497022,5156572.7403428
231,2011-09-07,41.971,-87.7940183333333,"(41.971, -87.7940183333333)",-9773185.415561987,5156636.374077282
232,2011-09-07,41.971445,-87.79401,"(41.971445, -87.79401)",-9773184.487899568,5156703.002795458
